Outcome,Message,Identity,Delay,IPODescriptions IPOIdentifier,IPODescriptions Name,IPODescriptions Symbol,IPODescriptions Market,IPODescriptions MarketIdentificationCode,IPODescriptions Status,IPODescriptions FilingDate,IPODescriptions TradeDate,IPODescriptions EstimatedOfferDate,IPODescriptions OfferDate,IPODescriptions OfferLowPrice,IPODescriptions OfferHighPrice,IPODescriptions OfferSize,IPODescriptions OfferPrice,IPODescriptions OfferAmount,IPODescriptions Currency,IPODescriptions SmallMarketCap,IPODescriptions SpecialPurposeAcquisitionCompany
Success,,Request,48.2936147,22715,Roku,ROKU,NASDAQ,XNAS,Priced,9/1/2017,9/28/2017,9/25/2017,9/27/2017,12,14,15668000,14,219352000,USD,False,False
Success,,Request,48.2936147,11278,Roundy's,RNDY,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/5/2011,2/8/2012,2/6/2012,2/7/2012,10,12,19181818,8.5,163045453,USD,False,False
Success,,Request,48.2936147,18187,Royal Resources Partners LP,ORRI,"New York Stock Exchange, Inc.",XNYS,Active,6/11/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,12624,RSP Permian,RSPP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/12/2013,1/17/2014,1/13/2014,1/16/2014,19,21,20000000,19.5,390000000,USD,False,False
Success,,Request,48.2936147,23604,Rubius Therapeutics,RUBY,NASDAQ,XNAS,Priced,6/22/2018,7/18/2018,7/16/2018,7/17/2018,20,22,10483000,23,241109000,USD,False,False
Success,,Request,48.2936147,11887,Ruckus Wireless,RKUS,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,10/5/2012,11/16/2012,11/12/2012,11/15/2012,13,15,8400000,15,126000000,USD,False,False
Success,,Request,48.2936147,25179,Ruhnn Holding,RUHN,NASDAQ,XNAS,Priced,3/6/2019,4/3/2019,4/1/2019,4/2/2019,11.5,13.5,10000000,12.5,125000000,USD,False,False
Success,,Request,48.2936147,22717,RumbleOn,RMBL,NASDAQ,XNAS,Priced,9/1/2017,10/19/2017,10/16/2017,10/19/2017,5.5,5.5,2910000,5.5,16005000,USD,False,False
Success,,Request,48.2936147,12434,Ruthigen,RTGN,NASDAQ,XNAS,Active,8/8/2013,,,,12,14,,,19500000,USD,True,False
Success,,Request,48.2936147,22706,RYB Education,RYB,"New York Stock Exchange, Inc.",XNYS,Priced,8/30/2017,9/27/2017,9/25/2017,9/26/2017,16,18,7800000,18.5,144300000,USD,False,False
Success,,Request,48.2936147,9507,Ryerson Holding,RYI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,1/22/2010,8/8/2014,8/4/2014,8/7/2014,11,12,11000000,11,121000000,USD,False,False
Success,,Request,48.2936147,13560,S1 Biopharma,SXB,NASDAQ,XNAS,Postponed,10/1/2014,,,,12,14,,,22750000,USD,False,False
Success,,Request,48.2936147,21034,Saban Capital Acquisition,SCACU,NASDAQ,XNAS,Priced,8/23/2016,9/16/2016,9/12/2016,9/15/2016,10,10,23500000,10,235000000,USD,False,True
Success,,Request,48.2936147,12776,Sabre,SABR,NASDAQ,XNAS,Priced,1/21/2014,4/17/2014,4/14/2014,4/16/2014,18,20,39200000,16,627200000,USD,False,False
Success,,Request,48.2936147,21135,Sachem Capital,SACH,NYSE Amex Equities,XASE,Priced,10/28/2016,2/10/2017,2/6/2017,2/9/2017,5,5,2600000,5,13000000,USD,False,False
Success,,Request,48.2936147,21420,"Safety, Income and Growth",SAFE,"New York Stock Exchange, Inc.",XNYS,Priced,4/10/2017,6/22/2017,6/19/2017,6/21/2017,19,21,10250000,20,205000000,USD,False,False
Success,,Request,48.2936147,11785,Safety-Kleen,SK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Acquired,8/14/2012,,,,,,,,,USD,,False
Success,,Request,48.2936147,7415,Safety-Kleen,SK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,5/1/2008,,,,15,17,,,350000000,USD,False,
Success,,Request,48.2936147,13270,Sage Therapeutics,SAGE,NASDAQ,XNAS,Priced,6/17/2014,7/18/2014,7/14/2014,7/17/2014,17,18,5000000,18,90000000,USD,False,False
Success,,Request,48.2936147,22878,SailPoint Technologies,SAIL,"New York Stock Exchange, Inc.",XNYS,Priced,10/20/2017,11/17/2017,11/13/2017,11/16/2017,9,11,20000000,12,240000000,USD,False,False
Success,,Request,48.2936147,24892,Samoyed Holding,SMY,"New York Stock Exchange, Inc.",XNYS,Active,9/28/2018,,,,,,,,,USD,,False
Success,,Request,48.2936147,19403,Sancilio Pharmaceuticals Company,SPCI,NASDAQ,XNAS,Active,8/31/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11327,SandRidge Mississippian Trust II,SDR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,1/5/2012,4/18/2012,4/16/2012,4/17/2012,19,21,26000000,21,546000000,USD,False,False
Success,,Request,48.2936147,12380,Santander Consumer USA,SC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/3/2013,1/23/2014,1/20/2014,1/22/2014,24,25,75000000,24,1800000000,USD,False,False
Success,,Request,48.2936147,21232,Schneider National,SNDR,"New York Stock Exchange, Inc.",XNYS,Priced,12/22/2016,4/6/2017,4/3/2017,4/5/2017,18,20,28947000,19,549993000,USD,False,False
Success,,Request,48.2936147,23439,Scholar Rock Holding,SRRK,NASDAQ,XNAS,Priced,4/27/2018,5/24/2018,5/21/2018,5/23/2018,13,15,5360000,14,75040000,USD,False,False
Success,,Request,48.2936147,10417,Schottenstein Realty Trust,SCRT,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Withdrawn,12/21/2010,,,,,,,,,USD,,False
Success,,Request,48.2936147,25004,Schultze Special Purpose Acquisition,SAMAU,NASDAQ,XNAS,Priced,11/20/2018,12/11/2018,12/10/2018,12/10/2018,10,10,13000000,10,130000000,USD,False,True
Success,,Request,48.2936147,25231,SciPlay,SCPL,NASDAQ,XNAS,Active,4/5/2019,,,,,,,,,USD,,False
Success,,Request,48.2936147,6979,Scope Metals Group,SCPE,NASDAQ,XNAS,Postponed,10/12/2007,,,,25,28,,,100000002,USD,False,
Success,,Request,48.2936147,12614,Scorpio Bulkers,SALT,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/8/2013,12/12/2013,12/9/2013,12/11/2013,9.9,9.9,31300000,9.75,305175000,USD,False,False
Success,,Request,48.2936147,22885,scPharmaceuticals,SCPH,NASDAQ,XNAS,Priced,10/23/2017,11/17/2017,11/13/2017,11/16/2017,14,16,6400000,14,89600000,USD,False,False
Success,,Request,48.2936147,12873,SCYNEXIS,SCYX,NASDAQ,XNAS,Priced,2/27/2014,5/2/2014,4/28/2014,5/1/2014,10,10,6200000,10,62000000,USD,False,False
Success,,Request,48.2936147,22781,Sea,SE,"New York Stock Exchange, Inc.",XNYS,Priced,9/22/2017,10/20/2017,10/16/2017,10/19/2017,12,14,58960000,15,884400000,USD,False,False
Success,,Request,48.2936147,11731,Seadrill Partners,SDLP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,9/21/2012,10/19/2012,10/15/2012,10/18/2012,20,22,8750000,22,192500000,USD,False,False
Success,,Request,48.2936147,12009,SeaWorld Entertainment,SEAS,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/27/2012,4/19/2013,4/15/2013,4/18/2013,24,27,26000000,27,702000000,USD,False,False
Success,,Request,48.2936147,13424,Second Sight Medical Products,EYES,NASDAQ,XNAS,Priced,8/12/2014,11/19/2014,11/17/2014,11/18/2014,9,9,3500000,9,31500000,USD,False,False
Success,,Request,48.2936147,22688,Secoo Holding ,SECO,NASDAQ,XNAS,Priced,8/25/2017,9/22/2017,9/18/2017,9/21/2017,11.5,13.5,8500000,13,110500000,USD,False,False
Success,,Request,48.2936147,19600,SecureWorks,SCWX,NASDAQ,XNAS,Priced,12/17/2015,4/22/2016,4/18/2016,4/21/2016,15.5,17.5,8000000,14,112000000,USD,False,False
Success,,Request,48.2936147,12178,Seer Mortgage Capital,SEER,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,3/28/2013,,,,,,,,,USD,,False
Success,,Request,48.2936147,21339,Select Energy Services,WTTR,"New York Stock Exchange, Inc.",XNYS,Priced,3/2/2017,4/21/2017,4/17/2017,4/20/2017,15,18,8700000,14,121800000,USD,False,False
Success,,Request,48.2936147,11308,Select Income REIT,SIR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/22/2011,3/7/2012,3/5/2012,3/6/2012,21,23,8000000,21.5,172000000,USD,False,False
Success,,Request,48.2936147,19884,Selecta Biosciences,SELB,NASDAQ,XNAS,Priced,5/24/2016,6/22/2016,6/20/2016,6/21/2016,14,16,5000000,14,70000000,USD,False,False
Success,,Request,48.2936147,12632,Semler Scientific,SMLR,NASDAQ,XNAS,Priced,11/15/2013,2/21/2014,2/17/2014,2/20/2014,7.5,9.5,1430000,7,10010000,USD,True,False
Success,,Request,48.2936147,22868,SendGrid,SEND,"New York Stock Exchange, Inc.",XNYS,Priced,10/18/2017,11/15/2017,11/13/2017,11/14/2017,13.5,15.5,8200000,16,131200000,USD,False,False
Success,,Request,48.2936147,21082,SenesTech,SNES,NASDAQ,XNAS,Priced,9/21/2016,12/8/2016,12/5/2016,12/8/2016,9,11,1875000,8,15000000,USD,False,False
Success,,Request,48.2936147,22897,Senmiao Technology,AIHS,NASDAQ,XNAS,Priced,10/30/2017,3/16/2018,3/12/2018,3/16/2018,4,4.5,3000000,4,12000000,USD,False,False
Success,,Request,48.2936147,19653,Senseonics Holdings,SENS,NYSE Amex Equities,XASE,Priced,1/13/2016,3/18/2016,3/14/2016,3/17/2016,2.85,2.85,15800000,2.85,45030000,USD,False,False
Success,,Request,48.2936147,19699,Sensus Healthcare,SRTSU,NASDAQ,XNAS,Priced,2/10/2016,6/3/2016,5/30/2016,6/2/2016,6.25,6.25,2000000,5.5,11000000,USD,False,False
Success,,Request,48.2936147,22783,Sentinel Energy Services,STNLU,NASDAQ,XNAS,Priced,9/22/2017,11/3/2017,10/30/2017,11/2/2017,10,10,30000000,10,300000000,USD,False,True
Success,,Request,48.2936147,18149,Seres Therapeutics,MCRB,NASDAQ,XNAS,Priced,5/27/2015,6/26/2015,6/22/2015,6/25/2015,15,17,7430555,18,133749990,USD,False,False
Success,,Request,48.2936147,12965,ServiceMaster Global Holdings,SERV,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/24/2014,6/26/2014,6/23/2014,6/25/2014,18,21,35900000,17,610300000,USD,False,False
Success,,Request,48.2936147,11582,ServiceNow,NOW,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/30/2012,6/29/2012,6/25/2012,6/28/2012,15,17,11650000,18,209700000,USD,False,False
Success,,Request,48.2936147,12942,ServisFirst Bancshares,SFBS,NASDAQ,XNAS,Priced,3/17/2014,5/14/2014,5/12/2014,5/13/2014,91,93,625000,91,56875000,USD,False,False
Success,,Request,48.2936147,12358,SFX Entertainment,SFXE,NASDAQ,XNAS,Priced,6/25/2013,10/9/2013,10/7/2013,10/8/2013,11,13,20000000,13,260000000,USD,False,False
Success,,Request,48.2936147,21295,SG Blocks,SGBX,NASDAQ,XNAS,Active,2/6/2017,,,,5,6,,,12100000,USD,True,False
Success,,Request,48.2936147,13724,Shake Shack,SHAK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/29/2014,1/30/2015,1/26/2015,1/29/2015,17,19,5000000,21,105000000,USD,False,False
Success,,Request,48.2936147,23488,SharedLabs,SHLB,NASDAQ,XNAS,Active,5/15/2018,,,,5,7,,,6000000,USD,False,False
Success,,Request,48.2936147,13272,Shell Midstream Partners LP,SHLX,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,6/18/2014,10/29/2014,10/27/2014,10/28/2014,19,21,40000000,23,920000000,USD,False,False
Success,,Request,48.2936147,21528,ShiftPixy,PIXY,NASDAQ,XNAS,Priced,4/3/2017,6/30/2017,6/26/2017,6/29/2017,6,8,2000000,6,12000000,USD,False,False
Success,,Request,48.2936147,19528,Shimmick Construction Company,SCCI,NASDAQ,XNAS,Postponed,11/4/2015,,2/8/2016,,11,13,,,75000000,USD,False,False
Success,,Request,48.2936147,25134,ShockWave Medical,SWAV,NASDAQ,XNAS,Priced,2/8/2019,3/7/2019,3/4/2019,3/6/2019,14,16,5700000,17,96900000,USD,False,False
Success,,Request,48.2936147,16014,Shopify,SHOP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/14/2015,5/21/2015,5/18/2015,5/20/2015,14,16,7700000,17,130900000,USD,False,False
Success,,Request,48.2936147,21466,ShotSpotter,SSTI,NASDAQ,XNAS,Priced,5/2/2017,6/7/2017,6/5/2017,6/6/2017,10,12,2800000,11,30800000,USD,False,False
Success,,Request,48.2936147,11645,Shutterstock,SSTK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/14/2012,10/11/2012,10/8/2012,10/10/2012,13,15,4500000,17,76500000,USD,False,False
Success,,Request,48.2936147,24866,SI-BONE,SIBN,NASDAQ,XNAS,Priced,9/20/2018,10/17/2018,10/15/2018,10/16/2018,13,15,7200000,15,108000000,USD,False,False
Success,,Request,48.2936147,13616,Sidoti & Company,SDTI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,10/23/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,21585,Sienna Biopharmaceuticals,SNNA,NASDAQ,XNAS,Priced,7/5/2017,7/27/2017,7/24/2017,7/26/2017,14,16,4333333,15,64999995,USD,False,False
Success,,Request,48.2936147,13524,Sientra,SIEN,NASDAQ,XNAS,Priced,9/19/2014,10/29/2014,10/27/2014,10/28/2014,14,16,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,12952,Signal Genetics,SGNL,NASDAQ,XNAS,Priced,3/19/2014,6/18/2014,6/30/2014,6/17/2014,10,12,850000,10,8500000,USD,True,False
Success,,Request,48.2936147,13255,Silenseed,RNAI,NASDAQ,XNAS,Active,6/13/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,25175,Silk Road Medical,SILK,NASDAQ,XNAS,Priced,3/4/2019,4/4/2019,4/1/2019,4/3/2019,19,20,6000000,20,120000000,USD,False,False
Success,,Request,48.2936147,11849,Silver Bay Realty Trust,SBY,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,9/11/2012,12/14/2012,12/10/2012,12/13/2012,18,20,13250000,18.5,245125000,USD,False,False
Success,,Request,48.2936147,12355,Silver Eagle Acquisition,EAGLU,NASDAQ,XNAS,Priced,6/20/2013,7/26/2013,7/22/2013,7/25/2013,10,10,30000000,10,300000000,USD,False,True
Success,,Request,48.2936147,19684,Silver Run Acquisition,SRAQU,NASDAQ,XNAS,Priced,1/27/2016,2/24/2016,2/22/2016,2/23/2016,10,10,45000000,10,450000000,USD,False,True
Success,,Request,48.2936147,21340,Silver Run Acquisition II,SRUNU,NASDAQ,XNAS,Priced,3/2/2017,3/24/2017,3/20/2017,3/23/2017,10,10,90000000,10,900000000,USD,False,True
Success,,Request,48.2936147,10985,Silver Spring Networks,SSNI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/7/2011,3/13/2013,3/11/2013,3/12/2013,16,18,4750000,17,80750000,USD,False,False
Success,,Request,48.2936147,12209,Silvercrest Asset Management,SAMG,NASDAQ,XNAS,Priced,4/19/2013,6/27/2013,6/24/2013,6/26/2013,12,14,4790684,11,52697524,USD,False,False
Success,,Request,48.2936147,11864,Silvercrest Asset Management Group,SAMG,NASDAQ,XNAS,Withdrawn,9/18/2012,,11/12/2012,,11,13,,,55403460,USD,False,False
Success,,Request,48.2936147,24996,Silvergate Capital,SI,"New York Stock Exchange, Inc.",XNYS,Active,11/16/2018,,,,,,,,,USD,,False
Success,,Request,48.2936147,11883,Singulex,SGLX,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,9/28/2012,,11/5/2012,,15,17,,,70000000,USD,False,False
Success,,Request,48.2936147,13379,Sino Mercury Acquisition,SMACU,NASDAQ,XNAS,Priced,7/18/2014,8/27/2014,,8/26/2014,10,10,4000000,10,40000000,USD,False,True
Success,,Request,48.2936147,10821,Sinocom Pharmaceutical,SIPH,NASDAQ,XNAS,Withdrawn,5/5/2011,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,12978,SIRVA,SRVA,UNKNOWN,Unknown,Active,3/28/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,19378,SiteOne Landscape Supply,SITE,"New York Stock Exchange, Inc.",XNYS,Priced,8/18/2015,5/12/2016,5/9/2016,5/11/2016,20,22,10000000,21,210000000,USD,False,False
Success,,Request,48.2936147,13521,Sky Solar Holdings,SKYS,NASDAQ,XNAS,Priced,9/18/2014,11/13/2014,11/10/2014,11/13/2014,7,8,5525000,8,44200000,USD,False,False
Success,,Request,48.2936147,13283,Smart & Final Stores,SFS,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,6/20/2014,9/24/2014,9/22/2014,9/23/2014,12,14,13450000,12,161400000,USD,False,False
Success,,Request,48.2936147,21460,SMART Global Holdings,SGH,NASDAQ,XNAS,Priced,4/28/2017,5/24/2017,5/22/2017,5/23/2017,13,15,5300000,11,58300000,USD,False,False
Success,,Request,48.2936147,21078,Smart Sand,SND,NASDAQ,XNAS,Priced,9/19/2016,11/4/2016,10/31/2016,11/3/2016,15,18,11700000,11,128700000,USD,False,False
Success,,Request,48.2936147,13662,Smart Sand Partners LP,SSLP,NASDAQ,XNAS,Active,11/13/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,23352,Smartsheet,SMAR,"New York Stock Exchange, Inc.",XNYS,Priced,3/26/2018,4/27/2018,4/23/2018,4/26/2018,12,14,11633510,15,174502650,USD,False,False
Success,,Request,48.2936147,11231,Smith Electric Vehicles,SMTH,NASDAQ,XNAS,Active,11/10/2011,,9/17/2012,,16,18,,,75650000,USD,False,
Success,,Request,48.2936147,21288,Snap,SNAP,"New York Stock Exchange, Inc.",XNYS,Priced,2/2/2017,3/2/2017,2/27/2017,3/1/2017,14,16,200000000,17,3400000000,USD,False,False
Success,,Request,48.2936147,22679,Social Capital Hedosophia Holdings,IPOA.U,"New York Stock Exchange, Inc.",XNYS,Priced,8/23/2017,9/14/2017,9/11/2017,9/13/2017,10,10,60000000,10,600000000,USD,False,True
Success,,Request,48.2936147,22849,Sogou,SOGO,"New York Stock Exchange, Inc.",XNYS,Priced,10/13/2017,11/9/2017,11/6/2017,11/8/2017,11,13,45000000,13,585000000,USD,False,False
Success,,Request,48.2936147,11888,SolarCity,SCTY,NASDAQ,XNAS,Priced,10/5/2012,12/13/2012,12/10/2012,12/12/2012,8,8,11500000,8,92000000,USD,False,False
Success,,Request,48.2936147,13871,SolarEdge Technologies,SEDG,NASDAQ,XNAS,Priced,2/18/2015,3/26/2015,3/23/2015,3/25/2015,16,18,7000000,18,126000000,USD,False,False
Success,,Request,48.2936147,21357,Solaris Oilfield Infrastructure,SOI,"New York Stock Exchange, Inc.",XNYS,Priced,3/15/2017,5/12/2017,5/8/2017,5/11/2017,15,18,10100000,12,121200000,USD,False,False
Success,,Request,48.2936147,25056,SolarMax Technology,SMXT,NASDAQ,XNAS,Active,12/24/2018,,,,5,7,,,18000000,USD,False,False
Success,,Request,48.2936147,24868,SolarWinds,SWI,"New York Stock Exchange, Inc.",XNYS,Priced,9/21/2018,10/19/2018,10/15/2018,10/18/2018,15,16,25000000,15,375000000,USD,False,False
Success,,Request,48.2936147,18155,Sole Elite Group,SOLE,NASDAQ,XNAS,Active,5/29/2015,,,,5.5,7,,,12500000,USD,False,False
Success,,Request,48.2936147,22700,Sol-Gel Technologies,SLGL,NASDAQ,XNAS,Priced,8/29/2017,2/1/2018,1/29/2018,1/31/2018,11,13,6250000,12,75000000,USD,False,False
Success,,Request,48.2936147,23085,Solid Biosciences,SLDB,NASDAQ,XNAS,Priced,12/29/2017,1/26/2018,1/22/2018,1/25/2018,18,19,7812500,16,125000000,USD,False,False
Success,,Request,48.2936147,23610,Soliton,SOLY,NASDAQ,XNAS,Priced,2/13/2019,2/19/2019,2/18/2019,2/14/2019,5,5,2172591,5,10862955,USD,False,False
Success,,Request,48.2936147,13718,Sol-Wind Renewable Power LP,SLWD,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,12/23/2014,,2/9/2015,,19,21,,,174000000,USD,False,False
Success,,Request,48.2936147,23658,Sonos,SONO,NASDAQ,XNAS,Priced,7/6/2018,8/2/2018,7/30/2018,8/1/2018,17,19,13888888,15,208333320,USD,False,False
Success,,Request,48.2936147,12097,Sophiris Bio,SPHS,NASDAQ,XNAS,Priced,2/15/2013,8/16/2013,8/12/2013,8/16/2013,5,5,13000000,5,65000000,USD,False,False
Success,,Request,48.2936147,19336,SoulCycle,SLCY,"New York Stock Exchange, Inc.",XNYS,Active,7/30/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11169,South Valley Bancorp,SVBT,NASDAQ,XNAS,Withdrawn,7/29/2011,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,11615,Southcross Energy Partners,SXE,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/20/2012,11/2/2012,10/29/2012,11/1/2012,19,21,9000000,20,180000000,USD,False,False
Success,,Request,48.2936147,12525,Southeastern Grocers,SEG,NASDAQ,XNAS,Withdrawn,9/26/2013,,,,,,,,,USD,,False
Success,,Request,48.2936147,25236,So-Young International,SY,NASDAQ,XNAS,Active,4/8/2019,,,,,,,,,USD,,False
Success,,Request,48.2936147,13211,Spark Energy,SPKE,NASDAQ,XNAS,Priced,5/29/2014,7/29/2014,7/28/2014,7/28/2014,19,21,3000000,18,54000000,USD,False,False
Success,,Request,48.2936147,13735,Spark Therapeutics,ONCE,NASDAQ,XNAS,Priced,12/30/2014,1/30/2015,1/26/2015,1/29/2015,19,21,7000000,23,161000000,USD,False,False
Success,,Request,48.2936147,23691,Spartan Energy Acquisition,SPAQ.U,"New York Stock Exchange, Inc.",XNYS,Priced,7/20/2018,8/10/2018,8/6/2018,8/9/2018,10,10,48000000,10,480000000,USD,False,True
Success,,Request,48.2936147,22829,Spero Therapeutics,SPRO,NASDAQ,XNAS,Priced,10/6/2017,11/2/2017,10/30/2017,11/1/2017,14,16,5500000,14,77000000,USD,False,False
Success,,Request,48.2936147,24859,SpineEx,SPIX,NASDAQ,XNAS,Active,9/18/2018,,,,,,,,,USD,,False
Success,,Request,48.2936147,23389,Spirit of Texas Bancshares,STXB,NASDAQ,XNAS,Priced,4/6/2018,5/4/2018,4/30/2018,5/3/2018,20,22,2000000,21,42000000,USD,False,False
Success,,Request,48.2936147,11232,Spirit Realty Capital,SRC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/10/2011,9/20/2012,9/17/2012,9/19/2012,16,18,29000000,15,435000000,USD,False,False
Success,,Request,48.2936147,11338,Splunk,SPLK,NASDAQ,XNAS,Priced,1/12/2012,4/19/2012,4/16/2012,4/18/2012,11,13,13500000,17,229500000,USD,False,False
Success,,Request,48.2936147,12905,Sportsman's Warehouse,SPWH,NASDAQ,XNAS,Priced,3/7/2014,4/17/2014,4/14/2014,4/16/2014,11,13,12500000,9.5,118750000,USD,False,False
Success,,Request,48.2936147,23277,Spotify Technology,SPOT,"New York Stock Exchange, Inc.",XNYS,Priced,2/28/2018,4/3/2018,4/2/2018,4/3/2018,132,132,55731480,132,7356555360,USD,False,False
Success,,Request,48.2936147,11038,Sprague Resources LP,SRLP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/27/2011,10/25/2013,10/21/2013,10/24/2013,19,21,8500000,18,153000000,USD,False,False
Success,,Request,48.2936147,19633,Spring Bank Pharmaceuticals,SBPH,NASDAQ,XNAS,Priced,1/5/2016,5/7/2016,5/2/2016,5/6/2016,12,14,920000,12,11040000,USD,False,False
Success,,Request,48.2936147,12455,Springleaf Holdings,LEAF,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,8/16/2013,10/16/2013,10/14/2013,10/15/2013,15,17,21045100,17,357766700,USD,False,False
Success,,Request,48.2936147,10839,Springleaf REIT,SLER,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,5/13/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,12247,Sprouts Farmers Market,SFM,NASDAQ,XNAS,Priced,5/9/2013,8/1/2013,7/29/2013,7/31/2013,14,16,18500000,18,333000000,USD,False,False
Success,,Request,48.2936147,19495,Square,SQ,"New York Stock Exchange, Inc.",XNYS,Priced,10/14/2015,11/19/2015,11/16/2015,11/18/2015,11,13,27000000,9,243000000,USD,False,False
Success,,Request,48.2936147,12723,Square 1 Financial,SQBK,NASDAQ,XNAS,Priced,1/6/2014,3/27/2014,3/24/2014,3/26/2014,15,17,5781126,18,104060268,USD,False,False
Success,,Request,48.2936147,18278,SRA Companies,,UNKNOWN,Unknown,Acquired,7/8/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,10834,SRAM International Corporation,SRAM,NASDAQ,XNAS,Active,5/12/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,9888,SS/L Holdings,SSL,NASDAQ,XNAS,Active,6/10/2010,,,,,,,,,USD,,
Success,,Request,48.2936147,7488,Staccato Acquisition,STC.U,OTC BULLETIN BOARD,XOTC,Active,6/13/2008,,,,8,8,,,49000000,USD,False,
Success,,Request,48.2936147,10737,Staffmark Holdings,STMK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Acquired,4/12/2011,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,12839,Stalwart Tankers,STST,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,2/14/2014,,4/7/2014,,11,13,,,150000000,USD,False,False
Success,,Request,48.2936147,13812,SteadyMed,STDY,NASDAQ,XNAS,Priced,2/6/2015,3/20/2015,3/16/2015,3/19/2015,12,14,4700000,8.5,39950000,USD,False,False
Success,,Request,48.2936147,25065,Stealth BioTherapeutics,MITO,NASDAQ,XNAS,Priced,12/28/2018,2/15/2019,2/11/2019,2/14/2019,12,14,6500000,12,78000000,USD,False,False
Success,,Request,48.2936147,19964,Stellar Acquisition III,STLRU,NASDAQ,XNAS,Priced,7/1/2016,8/19/2016,8/15/2016,8/19/2016,10,10,6500000,10,65000000,USD,False,True
Success,,Request,48.2936147,11584,Stemline Therapeutics,STML,NASDAQ,XNAS,Priced,4/2/2012,1/29/2013,1/28/2013,1/28/2013,10,12,3317644,10,33176440,USD,False,False
Success,,Request,48.2936147,22873,Sterling Bancorp,SBT,NASDAQ,XNAS,Priced,10/19/2017,11/17/2017,11/13/2017,11/16/2017,12,14,15000000,12,180000000,USD,False,False
Success,,Request,48.2936147,4069,Stewart & Stevenson LLC,SNS,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,5/3/2011,,,,14,16,,,240000000,USD,False,
Success,,Request,48.2936147,22870,Stitch Fix,SFIX,NASDAQ,XNAS,Priced,10/19/2017,11/17/2017,11/13/2017,11/16/2017,18,20,8000000,15,120000000,USD,False,False
Success,,Request,48.2936147,12347,Stock Building Supply,STCK,NASDAQ,XNAS,Priced,6/14/2013,8/9/2013,8/5/2013,8/8/2013,16,18,7000000,14,98000000,USD,False,False
Success,,Request,48.2936147,24897,StoneCo,STNE,NASDAQ,XNAS,Priced,10/1/2018,10/25/2018,10/22/2018,10/24/2018,21,23,50724638,24,1217391312,USD,True,False
Success,,Request,48.2936147,12488,Stonegate Mortgage,SGM,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,9/6/2013,10/10/2013,10/7/2013,10/9/2013,20,22,7100000,16,113600000,USD,False,False
